student_id,student_name,department_id
S104,Deborah,6.0
S105,Frances,10.0
S106,Andrew,
S107,Beth,8.0
S108,Kimberly,2.0
S109,Ryan,3.0
S110,John,
S111,Jeffrey,15.0
S112,Joseph,3.0
S113,Scott,12.0
S114,Michele,10.0
S115,Samantha,11.0
S116,Paul,13.0
S117,Dave,14.0
S118,Deanna,12.0
S119,Karen,7.0
S120,Jose,16.0
S121,Mary,6.0
S122,Stephen,18.0
S123,April,19.0
S124,Bryan,8.0
S125,Bethany,15.0
S126,Benjamin,
S127,Matthew,20.0
S128,John,15.0
S129,,20.0
S130,Cynthia,13.0
S131,Sandra,20.0
S132,Kevin,19.0
S133,Roy,16.0
S134,Marcus,12.0
S135,Mike,11.0
S136,Kathryn,14.0
S137,Brittany,15.0
S138,James,1.0
S139,Hector,18.0
S140,Robyn,2.0
S141,Kristen,8.0
S142,Andrew,3.0
S143,Valerie,2.0
S144,,20.0
S145,James,16.0
S146,Julie,9.0
S147,Melissa,2.0
S148,Laura,5.0
S149,Ashley,3.0
S150,Thomas,13.0
S151,Blake,15.0
S152,,16.0
S153,Catherine,15.0
S154,Kristen,8.0
S155,Steve,20.0
S156,Andrew,13.0
S157,David,6.0
S158,Heather,19.0
S159,Andrew,1.0
S160,Jeff,2.0
S161,Ian,3.0
S162,Michelle,11.0
S163,Allen,
S164,Mark,20.0
S165,Deborah,3.0
S166,Edward,5.0
S167,Keith,9.0
S168,Carlos,20.0
S169,David,11.0
S170,Paul,19.0
S171,Jonathan,16.0
S172,Ryan,14.0
S173,Wesley,18.0
S174,Melissa,8.0
S175,Sharon,9.0
S176,Yolanda,
S177,Zachary,10.0
S178,Dawn,
S179,Michael,11.0
S180,,8.0
S181,Elizabeth,19.0
S182,Carolyn,5.0
S183,Sarah,7.0
S184,Margaret,6.0
S185,Amy,16.0
S186,Jeffrey,14.0
S187,Tiffany,9.0
S188,Barbara,
S189,Michele,13.0
S190,Derrick,
S191,Dylan,18.0
S192,Eric,8.0
S193,Daniel,20.0
S194,Kathryn,8.0
S195,Jonathan,6.0
S196,Madison,13.0
S197,John,9.0
S198,Michael,19.0
S199,Jennifer,10.0
S200,Ashlee,17.0
S201,Vickie,14.0
S202,Kevin,14.0
S203,Jennifer,4.0
S204,Robert,9.0
S205,Devin,17.0
S206,,17.0
S207,Brian,2.0
S208,John,8.0
S209,Misty,16.0
S210,Margaret,5.0
S211,Laura,9.0
S212,Heather,
S213,Christine,15.0
S214,Rachel,18.0
S215,Roberto,12.0
S216,Willie,6.0
S217,Elizabeth,6.0
S218,Tiffany,12.0
S219,Kimberly,11.0
S220,Jamie,13.0
S221,Michael,14.0
S222,Sarah,4.0
S223,Christine,8.0
S224,Timothy,9.0
S225,Ricardo,9.0
S226,Richard,13.0
S227,Patrick,17.0
S228,,3.0
S229,Cynthia,12.0
S230,Brittany,12.0
S231,Mark,13.0
S232,Kevin,20.0
S233,Catherine,16.0
S234,Kimberly,4.0
S235,Cynthia,15.0
S236,Michael,8.0
S237,Carla,15.0
S238,,4.0
S239,Billy,5.0
S240,David,17.0
S241,,7.0
S242,Tracy,16.0
S243,Evan,1.0
S244,Sara,9.0
S245,Michael,13.0
S246,Amanda,15.0
S247,Kimberly,14.0
S248,Jacqueline,14.0
S249,Kayla,18.0
S250,Trevor,12.0
S251,Nicole,4.0
S252,Yvonne,3.0
S253,Emily,5.0
S254,Crystal,19.0
S255,Jessica,18.0
S256,Gabriel,
S257,Megan,12.0
S258,Stephanie,2.0
S259,Nancy,8.0
S260,Mason,10.0
S261,Jeffery,18.0
S262,Hannah,
S263,Christopher,9.0
S264,Hayden,
S265,Matthew,14.0
S266,John,3.0
S267,Mary,1.0
S268,Bryan,1.0
S269,Carly,5.0
S270,Sabrina,12.0
S271,Trevor,6.0
S272,Samantha,9.0
S273,Derrick,15.0
S274,Brittany,3.0
S275,Jill,11.0
S276,Gloria,20.0
S277,Raymond,19.0
S278,Danielle,8.0
S279,Morgan,3.0
S280,Christopher,14.0
S281,Justin,1.0
S282,Monica,15.0
S283,Thomas,16.0
S284,Kristen,2.0
S285,Jody,4.0
S286,Sherry,13.0
S287,John,17.0
S288,Jay,7.0
S289,Christine,11.0
S290,,12.0
S291,Brenda,7.0
S292,Wesley,13.0
S293,Margaret,
S294,Robert,18.0
S295,Diamond,20.0
S296,Amanda,16.0
S297,Diane,5.0
S298,Shannon,4.0
S299,,6.0
S300,Tiffany,4.0
S301,Donna,1.0
S302,Preston,13.0
S303,David,11.0
S304,Manuel,6.0
S305,Dylan,3.0
S306,Debra,12.0
S307,Michael,9.0
S308,Kenneth,
S309,Michelle,12.0
S310,Susan,11.0
S311,,12.0
S312,Jonathan,13.0
S313,Bonnie,4.0
S314,Dylan,7.0
S315,Kari,14.0
S316,Kaitlyn,8.0
S317,Nicholas,12.0
S318,Jose,15.0
S319,Kurt,15.0
S320,Joshua,9.0
S321,Travis,6.0
S322,Chelsea,15.0
S323,Sean,10.0
S324,Jose,20.0
S325,James,15.0
S326,Luis,4.0
S327,Blake,7.0
S328,Marissa,2.0
S329,Gregory,8.0
S330,Leah,2.0
S331,Grant,14.0
S332,Corey,16.0
S333,Michael,7.0
S334,Rachel,10.0
S335,Madeline,13.0
S336,Sarah,4.0
S337,Kelly,12.0
S338,Miranda,18.0
S339,Austin,4.0
S340,Matthew,16.0
S341,Tami,5.0
S342,Nicholas,14.0
S343,David,17.0
S344,Matthew,16.0
S345,Ryan,8.0
S346,Lisa,20.0
S347,Joseph,7.0
S348,Madeline,6.0
S349,Philip,6.0
S350,Wanda,7.0
S351,,10.0
S352,Stacey,17.0
S353,Marissa,19.0
S354,Tracy,18.0
S355,James,15.0
S356,Janet,10.0
S357,Matthew,10.0
S358,Bryan,6.0
S359,David,14.0
S360,,16.0
S361,Jon,7.0
S362,Mark,3.0
S363,Keith,11.0
S364,Janet,
S365,Jacob,19.0
S366,Jeremy,14.0
S367,Nancy,19.0
S368,Jeremy,13.0
S369,Veronica,8.0
S370,Jason,8.0
S371,Stacey,13.0
S372,Elizabeth,10.0
S373,Daniel,15.0
S374,George,7.0
S375,Misty,10.0
S376,,3.0
S377,Yvonne,12.0
S378,Andrew,7.0
S379,Cody,19.0
S380,James,6.0
S381,Jennifer,
S382,Michael,14.0
S383,Joanna,17.0
S384,Andrew,12.0
S385,David,4.0
S386,James,19.0
S387,Joseph,9.0
S388,Karl,6.0
S389,Ashley,8.0
S390,Mark,13.0
S391,April,19.0
S392,Rick,
S393,Kimberly,9.0
S394,Sarah,9.0
S395,,11.0
S396,Erin,14.0
S397,Loretta,2.0
S398,Crystal,7.0
S399,Kelsey,12.0
S400,Steven,18.0
S401,Jason,19.0
S402,Jacob,2.0
S403,Tyler,1.0
S404,Sheri,3.0
S405,Deanna,
S406,Amber,8.0
S407,Kelly,1.0
S408,Kevin,16.0
S409,Jose,11.0
S410,Elizabeth,11.0
S411,Micheal,1.0
S412,Emily,15.0
S413,Thomas,14.0
S414,Allen,11.0
S415,Daniel,6.0
S416,Jesse,11.0
S417,Lori,12.0
S418,Andrea,
S419,Kyle,17.0
S420,Rebecca,11.0
S421,Lauren,12.0
S422,Susan,16.0
S423,Jeffrey,7.0
S424,Thomas,3.0
S425,Kimberly,1.0
S426,Christina,18.0
S427,Randy,12.0
S428,Paula,6.0
S429,Phillip,5.0
S430,Travis,4.0
S431,Bruce,1.0
S432,Darius,11.0
S433,Kylie,17.0
S434,Sara,18.0
S435,Sandra,20.0
S436,James,19.0
S437,Rachel,
S438,Allison,16.0
S439,Charles,6.0
S440,Wendy,17.0
S441,Brett,17.0
S442,Andrew,8.0
S443,James,18.0
S444,Charles,13.0
S445,Matthew,7.0
S446,Jonathan,1.0
S447,Connie,20.0
S448,Johnathan,10.0
S449,David,13.0
S450,Caleb,20.0
S451,Stephanie,11.0
S452,Stanley,7.0
S453,Linda,15.0
S454,James,20.0
S455,Christopher,9.0
S456,David,2.0
S457,Jonathan,9.0
S458,Michael,1.0
S459,Michelle,9.0
S460,Philip,17.0
S461,,16.0
S462,Robert,11.0
S463,,2.0
S464,Angela,2.0
S465,Angela,7.0
S466,Jasmine,2.0
S467,Jeanne,1.0
S468,Brian,13.0
S469,Ivan,19.0
S470,Cynthia,13.0
S471,Joy,6.0
S472,,4.0
S473,Kevin,17.0
S474,Vicki,2.0
S475,Kellie,
S476,Eddie,5.0
S477,Patricia,4.0
S478,Christopher,1.0
S479,Adam,10.0
S480,Natasha,1.0
S481,Matthew,7.0
S482,Alexander,19.0
S483,Sarah,16.0
S484,Ellen,6.0
S485,Desiree,9.0
S486,Erika,14.0
S487,Lisa,11.0
S488,Danielle,1.0
S489,Olivia,8.0
S490,Kristen,11.0
S491,John,4.0
S492,Hannah,15.0
S493,Katie,4.0
S494,Jacqueline,9.0
S495,Sonia,9.0
S496,Veronica,9.0
S497,Sarah,4.0
S498,Laura,1.0
S499,Brenda,1.0
S500,David,16.0
S501,Howard,19.0
S502,Charles,4.0
S503,Robert,7.0
S504,Brenda,3.0
S505,Jeffrey,8.0
S506,Kelli,7.0
S507,Gregory,7.0
S508,Matthew,13.0
S509,,11.0
S510,Larry,12.0
S511,William,11.0
S512,Kevin,15.0
S513,Christine,3.0
S514,Carmen,5.0
S515,Willie,5.0
S516,,14.0
S517,Robert,5.0
S518,Shannon,3.0
S519,Brian,4.0
S520,Kristine,
S521,Timothy,5.0
S522,Megan,10.0
S523,Angel,9.0
S524,Andrew,13.0
S525,Diane,8.0
S526,Brittany,11.0
S527,,13.0
S528,Richard,3.0
S529,Scott,15.0
S530,Bobby,14.0
S531,Gabriella,6.0
S532,,7.0
S533,John,
S534,Mario,16.0
S535,Jennifer,2.0
S536,Dawn,6.0
S537,Carol,5.0
S538,Carlos,14.0
S539,Sheila,1.0
S540,Amber,13.0
S541,Amy,15.0
S542,Zachary,19.0
S543,Michael,3.0
S544,Mary,4.0
S545,Christina,
S546,Keith,20.0
S547,Amber,9.0
S548,Devin,14.0
S549,Victor,3.0
S550,Jorge,17.0
S551,Jennifer,2.0
S552,Allison,14.0
S553,Stephanie,13.0
S554,Angela,6.0
S555,Brittany,15.0
S556,Michael,12.0
S557,Tracy,2.0
S558,Barbara,12.0
S559,Jennifer,18.0
S560,Michael,16.0
S561,Shannon,13.0
S562,,14.0
S563,Joseph,8.0
S564,Brandon,19.0
S565,Jessica,3.0
S566,Tracey,7.0
S567,Erin,8.0
S568,Brooke,19.0
S569,Melissa,19.0
S570,Matthew,2.0
S571,Rachel,12.0
S572,Robert,15.0
S573,,8.0
S574,Deborah,13.0
S575,Keith,8.0
S576,Zachary,10.0
S577,Sean,12.0
S578,Lisa,
S579,Maria,12.0
S580,Kimberly,12.0
S581,Shannon,8.0
S582,Lisa,4.0
S583,Brianna,1.0
S584,Robert,12.0
S585,,6.0
S586,Susan,1.0
S587,Jeffrey,3.0
S588,Caleb,16.0
S589,Garrett,12.0
S590,Russell,1.0
S591,Danny,
S592,Daniel,2.0
S593,Amanda,4.0
S594,Joanna,20.0
S595,Scott,12.0
S596,Jasmine,15.0
S597,Kimberly,2.0
S598,Angela,9.0
S599,Charles,2.0
S600,Thomas,1.0
S601,Haley,9.0
S602,Brandy,4.0
S603,Brooke,19.0
S604,Stephanie,
S605,Thomas,19.0
S606,,3.0
S607,Dana,5.0
S608,Andrew,11.0
S609,Wayne,9.0
S610,Michael,17.0
S611,Nancy,11.0
S612,Ryan,8.0
S613,Steven,17.0
S614,Roger,12.0
S615,Crystal,10.0
S616,Daniel,8.0
S617,Joshua,12.0
S618,Christopher,10.0
S619,Suzanne,1.0
S620,Xavier,
S621,Matthew,2.0
S622,Victoria,9.0
S623,Michelle,8.0
S624,Mary,20.0
S625,Ariel,19.0
S626,Andrea,10.0
S627,Alexander,16.0
S628,Christopher,17.0
S629,Anthony,13.0
S630,Tammy,12.0
S631,Monica,
S632,Russell,19.0
S633,James,6.0
S634,Kathleen,
S635,,
S636,Justin,10.0
S637,David,9.0
S638,Michelle,10.0
S639,Adam,10.0
S640,April,8.0
S641,Emily,12.0
S642,Jennifer,17.0
S643,Shelby,
S644,Jonathan,3.0
S645,Nathan,5.0
S646,Kelly,6.0
S647,Keith,6.0
S648,Todd,7.0
S649,Andrew,2.0
S650,Natalie,12.0
S651,Douglas,5.0
S652,Ryan,15.0
S653,Alexis,7.0
S654,James,10.0
S655,,
S656,Alex,7.0
S657,John,13.0
S658,,12.0
S659,Robin,19.0
S660,Ashley,14.0
S661,Laura,20.0
S662,Derek,14.0
S663,Kimberly,3.0
S664,Richard,15.0
S665,Jaime,14.0
S666,Jeffrey,9.0
S667,Melanie,1.0
S668,Elizabeth,16.0
S669,Megan,7.0
S670,David,5.0
S671,Jason,10.0
S672,Manuel,16.0
S673,Mary,4.0
S674,Donald,2.0
S675,Sandra,11.0
S676,Steve,13.0
S677,John,2.0
S678,Jack,20.0
S679,Tyler,1.0
S680,Emily,10.0
S681,Regina,16.0
S682,Patricia,14.0
S683,Maria,9.0
S684,Kathleen,20.0
S685,Dalton,10.0
S686,,2.0
S687,George,6.0
S688,Eric,10.0
S689,Christopher,1.0
S690,Jaime,9.0
S691,Adrienne,19.0
S692,Roy,2.0
S693,Jennifer,9.0
S694,,8.0
S695,Susan,20.0
S696,James,
S697,Jennifer,9.0
S698,David,19.0
S699,Alicia,5.0
S700,Daniel,19.0
S701,Brittany,18.0
S702,David,6.0
S703,Patricia,19.0
S704,Amy,4.0
S705,Victor,4.0
S706,James,7.0
S707,Allen,16.0
S708,Ryan,11.0
S709,David,13.0
S710,Lisa,9.0
S711,Connie,9.0
S712,Jason,16.0
S713,Natasha,3.0
S714,Jose,16.0
S715,Regina,5.0
S716,Michael,6.0
S717,Rebecca,16.0
S718,Richard,17.0
S719,Kelly,20.0
S720,Jessica,5.0
S721,Justin,8.0
S722,Samantha,8.0
S723,Thomas,9.0
S724,Christina,12.0
S725,Curtis,3.0
S726,Caitlin,15.0
S727,Tonya,12.0
S728,Jeffrey,4.0
S729,Elizabeth,18.0
S730,Tracey,3.0
S731,Matthew,11.0
S732,Elizabeth,18.0
S733,Brandy,16.0
S734,Regina,19.0
S735,,2.0
S736,Karen,3.0
S737,Reginald,13.0
S738,Taylor,18.0
S739,Danielle,7.0
S740,Kenneth,11.0
S741,Lisa,11.0
S742,Sarah,3.0
S743,Nicole,6.0
S744,Timothy,13.0
S745,Kayla,12.0
S746,Matthew,19.0
S747,Joann,17.0
S748,Lauren,14.0
S749,Jacob,10.0
S750,Veronica,12.0
S751,Mitchell,13.0
S752,Katrina,18.0
S753,Julia,7.0
S754,Tyler,7.0
S755,Ruben,9.0
S756,Willie,7.0
S757,Dylan,20.0
S758,Ryan,5.0
S759,Kerry,11.0
S760,Jorge,8.0
S761,,18.0
S762,Jacqueline,16.0
S763,Randall,7.0
S764,Shannon,19.0
S765,Preston,20.0
S766,Sean,6.0
S767,Juan,3.0
S768,Denise,14.0
S769,Kimberly,20.0
S770,Wayne,9.0
S771,,8.0
S772,David,20.0
S773,Erik,3.0
S774,Tina,13.0
S775,Briana,10.0
S776,Andrew,13.0
S777,Derrick,6.0
S778,Mary,7.0
S779,Shawn,9.0
S780,Jerry,13.0
S781,Brandi,8.0
S782,Crystal,3.0
S783,Jessica,16.0
S784,Bob,17.0
S785,Katrina,1.0
S786,Angela,8.0
S787,Savannah,8.0
S788,Jeffrey,10.0
S789,Beth,12.0
S790,Edgar,9.0
S791,Cynthia,10.0
S792,Justin,20.0
S793,Meredith,16.0
S794,Brittany,3.0
S795,Justin,18.0
S796,Jill,3.0
S797,Roger,11.0
S798,Shawn,16.0
S799,Ashley,15.0
S800,Amber,10.0
S801,Jonathan,16.0
S802,Hannah,19.0
S803,Brittney,2.0
S804,Eugene,8.0
S805,Jennifer,1.0
S806,Kristina,15.0
S807,,16.0
S808,Shaun,8.0
S809,,20.0
S810,Kayla,10.0
S811,Jane,3.0
S812,,16.0
S813,Paula,10.0
S814,Brianna,17.0
S815,Crystal,16.0
S816,Ronald,14.0
S817,,9.0
S818,Matthew,10.0
S819,Christopher,15.0
S820,Joshua,3.0
S821,Zachary,18.0
S822,Jeffrey,2.0
S823,Carol,15.0
S824,James,1.0
S825,Timothy,10.0
S826,Jeffrey,20.0
S827,Luis,3.0
S828,Daniel,10.0
S829,Brandon,3.0
S830,Jasmine,19.0
S831,Bobby,8.0
S832,Kayla,5.0
S833,Frances,3.0
S834,Kristina,5.0
S835,John,6.0
S836,Kenneth,1.0
S837,Angela,12.0
S838,Kimberly,2.0
S839,David,16.0
S840,David,10.0
S841,Bobby,11.0
S842,,6.0
S843,Jesus,1.0
S844,,14.0
S845,Melanie,1.0
S846,Brittany,16.0
S847,Christopher,13.0
S848,Joseph,9.0
S849,Michael,19.0
S850,Robert,4.0
S851,Justin,3.0
S852,Brenda,6.0
S853,Wesley,17.0
S854,,19.0
S855,Michael,20.0
S856,Timothy,12.0
S857,Jean,17.0
S858,Jennifer,10.0
S859,Kevin,3.0
S860,,5.0
S861,Theresa,9.0
S862,Janet,11.0
S863,James,5.0
S864,Amy,12.0
S865,Maria,14.0
S866,,14.0
S867,Matthew,10.0
S868,,6.0
S869,Matthew,3.0
S870,Tonya,5.0
S871,Leslie,11.0
S872,Jesse,11.0
S873,Paula,14.0
S874,Eric,19.0
S875,Gabriela,4.0
S876,Katie,3.0
S877,,2.0
S878,Tiffany,19.0
S879,Amber,16.0
S880,Kristin,4.0
S881,Dean,16.0
S882,Alicia,3.0
S883,Daniel,12.0
S884,Debra,5.0
S885,Laura,15.0
S886,Dawn,16.0
S887,Glenda,15.0
S888,,
S889,Vanessa,16.0
S890,Katherine,18.0
S891,Beth,19.0
S892,John,18.0
S893,Martha,3.0
S894,David,15.0
S895,Kimberly,3.0
S896,Mike,10.0
S897,Andrea,1.0
S898,,1.0
S899,Julia,16.0
S900,Cathy,19.0
S901,David,7.0
S902,Scott,19.0
S903,Christopher,14.0
S904,Gregory,10.0
S905,Jonathan,12.0
S906,Ryan,5.0
S907,Jennifer,12.0
S908,Lori,10.0
S909,Sabrina,15.0
S910,Sheri,19.0
S911,Brandy,17.0
S912,Jasmine,11.0
S913,Melissa,16.0
S914,Katrina,15.0
S915,Samuel,15.0
S916,Jason,18.0
S917,Alec,5.0
S918,Christopher,
S919,Michael,14.0
S920,Brandi,
S921,Richard,9.0
S922,Richard,9.0
S923,Daniel,2.0
S924,Alice,15.0
S925,Zoe,18.0
S926,Jessica,5.0
S927,Robert,11.0
S928,Scott,12.0
S929,Edward,15.0
S930,Yvonne,6.0
S931,Alyssa,
S932,Brittany,15.0
S933,John,6.0
S934,Jordan,17.0
S935,Kevin,
S936,Alexander,17.0
S937,Francisco,5.0
S938,Seth,1.0
S939,John,1.0
S940,,4.0
S941,Andre,19.0
S942,Dana,8.0
S943,Michael,12.0
S944,Rebecca,13.0
S945,Rhonda,8.0
S946,,19.0
S947,James,4.0
S948,Jessica,16.0
S949,Tonya,1.0
S950,Beth,13.0
S951,Brett,13.0
S952,Tim,
S953,Justin,13.0
S954,Sarah,2.0
S955,,2.0
S956,Dalton,
S957,Michael,8.0
S958,Brian,6.0
S959,,3.0
S960,Stephanie,20.0
S961,Brian,13.0
S962,Richard,10.0
S963,Theodore,1.0
S964,Robert,4.0
S965,Brenda,17.0
S966,Shannon,20.0
S967,Amber,5.0
S968,Christopher,16.0
S969,Amy,15.0
S970,Valerie,12.0
S971,Michele,13.0
S972,Drew,6.0
S973,Jason,18.0
S974,Sandra,8.0
S975,Cynthia,6.0
S976,Alisha,18.0
S977,Tom,13.0
S978,Kayla,4.0
S979,Alexandra,18.0
S980,,
S981,,18.0
S982,Susan,8.0
S983,Donald,14.0
S984,Christopher,7.0
S985,Tyler,8.0
S986,Amy,3.0
S987,Lynn,6.0
S988,Heidi,11.0
S989,Tina,4.0
S990,Richard,
S991,Eugene,8.0
S992,Caroline,20.0
S993,Deborah,
S994,Karen,8.0
S995,Wanda,7.0
S996,Kristin,12.0
S997,Nathan,8.0
S998,Jonathan,18.0
S999,Brandi,13.0
S1000,Hunter,15.0
